      1,           0.,           0.
      2,           1.,           0.
      3,           2.,           0.
      4,           0.,           1.
      5,           1.,           1.
      6,           2.,           1.
      7,           0.,           2.
      8,           1.,           2.
      9,           2.,           2.
     10,          0.5,           0.
     11,           1.,          0.5
     12,          0.5,           1.
     13,           0.,          0.5
     14,          1.5,           0.
     15,           2.,          0.5
     16,          1.5,           1.
     17,           1.,          1.5
     18,          0.5,           2.
     19,           0.,          1.5
     20,           2.,          1.5
     21,          1.5,           2.
